
Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]
Loading weights:  43%|████▎     | 125/290 [00:00<00:00, 1207.52it/s]
Loading weights:  96%|█████████▌| 279/290 [00:00<00:00, 1387.25it/s]
Loading weights: 100%|██████████| 290/290 [00:00<00:00, 1405.55it/s]
bridge_projection_mode=split true_prelude_lr_groups_available=1
loaded_checkpoint=outputs/stage5/stage5_split_bridge_microtest_20260702_154804/restored/primitive_n8_checkpoint.pt loaded_keys=160
checkpoint_lora_key_counts=loaded_lora_keys=0 skipped_lora_keys=0
[assert-ok] bridge_prelude_optimizer_group lr=1.000000e-04 wd=0.000000e+00 tensors=1
step=0 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=22.8772 per_loop_label_active=1.0000 expected_ce=22.8772 target_mean_loops=1.0000 target_loop_abs_error=0.8500 loss=22.8772 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0000 bridge_prelude_weight_max_abs=0.0000 bridge_state_identity_max_abs_diff=0.0000
step=1100 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=1.0000 expected_ce=0.0000 target_mean_loops=1.0000 target_loop_abs_error=0.8500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0033 bridge_state_identity_max_abs_diff=0.0004
step=1200 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=1.0000 expected_ce=0.0000 target_mean_loops=1.0000 target_loop_abs_error=0.8500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0032 bridge_state_identity_max_abs_diff=0.0004
step=1300 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=2.0000 expected_ce=0.0000 target_mean_loops=2.0000 target_loop_abs_error=0.1500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.4182 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0032 bridge_state_identity_max_abs_diff=0.0004
step=1400 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=2.0000 expected_ce=0.0000 target_mean_loops=2.0000 target_loop_abs_error=0.1500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0032 bridge_state_identity_max_abs_diff=0.0004
step=1500 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=1.0000 expected_ce=0.0000 target_mean_loops=1.0000 target_loop_abs_error=0.8500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0032 bridge_state_identity_max_abs_diff=0.0004
step=1600 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=2.0000 expected_ce=0.0000 target_mean_loops=2.0000 target_loop_abs_error=0.1500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0032 bridge_state_identity_max_abs_diff=0.0004
step=1700 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=2.0000 expected_ce=0.0000 target_mean_loops=2.0000 target_loop_abs_error=0.1500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.3877 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0032 bridge_state_identity_max_abs_diff=0.0004
step=1800 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=1.0000 expected_ce=0.0000 target_mean_loops=1.0000 target_loop_abs_error=0.8500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=0.0000 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0032 bridge_state_identity_max_abs_diff=0.0004
step=1900 scheduled_loops=2 forward_loops=2 mean_expected_loops=1.8500 mean_halt_entropy=0.4228 per_loop_label_ce=0.0000 per_loop_label_active=2.0000 expected_ce=0.0000 target_mean_loops=2.0000 target_loop_abs_error=0.1500 loss=0.0000 pre_clip_bridge_prelude_grad_rms=0.0000 pre_clip_bridge_state_grad_rms=0.0000 bridge_prelude_grad_cosine_prev=-0.5486 bridge_prelude_grad_rms=0.0000 bridge_state_grad_rms=0.0000 bridge_prelude_grad_multiplier=1.0000 bridge_prelude_weight_rms=0.0008 bridge_prelude_weight_max_abs=0.0032 bridge_state_identity_max_abs_diff=0.0004
saved_checkpoint=outputs/stage5/stage5_split_bridge_microtest_20260702_154804/train/split_chain_depth_le2/unfrozen_recurrent_step_2000.pt
training_summary=outputs/stage5/stage5_split_bridge_microtest_20260702_154804/train/split_chain_depth_le2/train_unfrozen_recurrent_summary.json
